[raw_daily / RAW]
datetime,open,high,low,close,volume
[/raw_daily / RAW]
[updown_bb / WAVE_S]
datetime,open,high,low,close,volume,upbb_u,upbb_m,upbb_l,rsi,stoch
2026-04-23,81000,87700,78200,84700,841113,86587,70829.54,54885.29,92.31,99.97
2026-04-24,86600,90400,81600,88900,727955,89487.65,72727.84,57073.06,92.86,99.98
2026-04-27,85200,90400,83000,86000,632018,91946.58,74729.49,58136.17,93.84,99.99
2026-04-28,88900,89400,83000,86500,650923,93339.76,76720.72,59099.61,93.89,100
2026-04-29,86400,90000,83800,89300,666479,94087.98,78732.03,60478.49,94.05,100
2026-04-30,84100,92900,84100,87000,552297,94990.14,80637.73,62591.86,94.52,100
2026-05-04,88500,92900,86000,88200,531426,95456.37,82196.53,65656.73,94.52,100
2026-05-06,89300,94700,86500,93800,1185113,95729.52,83614.53,68625.53,94.72,100
2026-05-07,91200,111200,87200,106500,1841754,99382.1,85105.59,71206.67,95.69,100
2026-05-08,102400,119800,99500,115800,1034255,106358.9,87142.52,73700.02,97.18,100
2026-05-11,103900,119800,102200,114100,628072,112985.22,89544.46,74455.29,98.02,100
2026-05-12,119400,119800,99000,111500,814799,118718.5,92153.82,74612.56,98.27,100
2026-05-13,114600,119800,99000,114200,622740,123408.3,94583.48,75203.85,98.33,100
2026-05-14,107000,114400,105200,109800,586390,126579.68,97104.02,76161.81,98.4,100
2026-05-15,112600,114000,98800,100300,819660,127980.44,99544.92,77380.27,96.7,99.24
2026-05-18,111100,111400,91300,100400,674508,128123.23,101857.26,79586.48,96.7,98.84
2026-05-19,97800,102000,91300,98700,578107,126535.83,103630.18,82154.19,74.07,86.88
2026-05-20,99700,107400,96700,103600,910745,122535.12,105163.16,84796.67,67.79,75.44
2026-05-21,101100,129500,97200,125500,1537062,120872.68,106420.19,87879.1,67.79,62.97
2026-05-22,110000,135000,109100,131800,804001,124294.99,107989.74,92005.09,79.3,81.48
2026-05-26,122700,141000,120600,132800,1310338,130266.24,109571.51,92456.22,84.18,90.74
2026-05-27,136000,141000,121500,122000,935107,135975.94,111069.31,89401.04,85.41,95.37
2026-05-28,139000,139000,108000,116200,1008956,140639.68,112476.91,88050.51,85.41,97.69
2026-05-29,121500,121500,108000,118100,877388,144233.48,113947.59,87924.88,86.29,98.84
2026-06-01,118900,119900,100000,100200,1428465,145171.64,115159.02,88244.6,77.28,92.8
2026-06-02,118500,118500,91000,104400,1228491,145077.31,116211.59,88965.49,72.76,86.24
2026-06-04,100300,121900,91000,113400,988949,144262.44,116917.72,89585.1,53.42,63.22
2026-06-05,106000,121900,96300,103000,1074009,141014.02,117815.88,90232.17,53.42,51.7
2026-06-08,100000,108400,89000,100000,693105,140181.34,118512.56,89510.04,49.71,35.59
2026-06-09,91200,117800,89000,115100,935079,141256.96,117791.71,87969.7,43.15,21.17
2026-06-10,108000,125600,106200,109500,1286578,140538.3,116628.71,85751.82,49.66,23.18
2026-06-11,114800,138100,106400,133300,2402891,138753.98,115208.93,86001.79,49.66,24.18
[/updown_bb / WAVE_L]
[slope_bb / WAVE_S]
slope_u,slope_m,slope_l
121067.44,111355.17,100783.24
121591.56,111567.23,100651.7
121503.34,111578.68,100321.57
120415.22,110888.62,99915.74
119939.35,109980.2,99329.83
119205.82,109280.83,100139.83
118025.78,108577.31,101028.63
117366.66,108318.47,100797.9
117735.01,108715.75,100568.49
117677.79,109169.69,100430.25
117135.48,109409.24,100415.41
116207.24,109327.83,100408.48
114559.67,109239.35,100943.08
114076.67,109365.96,101989.8
114236.1,109201.8,102201.27
114565.03,108828.59,101317.97
115340.56,108660.38,100400.39
115381.81,108116.75,98416.04
115142.86,106982.58,95831.7
115828.03,105714.78,93803.02
115340.77,104361.54,92218.21
114208.63,102967.05,91025.04
112427.2,101550.1,90879.4
110970.43,100379.75,90131.93
110177.06,99730.18,89675.53
108379.73,99083.19,90330.46
106051.68,98272.96,91831.11
103826.69,97806.98,92075.75
104453.94,97987.97,91259.6
106439.25,98493.8,90106.62
107539.8,99091.37,90232.89
108367.61,99557.15,91308.39
111578.63,100529.04,91869.23
117557.4,102021.51,91744.19
124396.64,103913.88,89906.67
127870.98,105835.89,89495.8
128986.98,107716.13,90811.77
131457.45,109702.54,91882.49
134808.71,111804.53,92564.64
138323.72,114104.37,92569.73
139147.39,116421.53,94581.5
137984.35,118870.48,98217.23
138613.16,121192.91,102268.28
141376.79,123367.65,105261.81
143897.01,125141.41,106411.09
145691.98,126882.96,108012.64
146337.1,128879.19,110221.91
146043.4,130693.03,113912.54
145035.23,131906.28,117925.95
144503.7,132673.83,119786.77
143121.33,133065.59,121705.55
142465.63,133689.82,122790.02
142012.36,133689.02,122165.25
142532.8,132746.15,118328.27
143628.51,130964.86,114295.38
144475.11,129183.56,110661.05
143955.39,127285.78,108796.88
141976.68,125155.52,107510.31
139976.09,123009.05,106410.54
138418.27,120862.58,105174.03
136161.6,119301.2,105026.52
132202.73,117564.31,107200.93
127084.33,116109.57,109334.78
122837.07,114952.42,108836.12
121597.45,114075.96,106519.47
120911.71,113199.51,104651.25
120474.7,112522.13,103573.33
119619.95,111695.87,101009.21
119833.23,110569.86,97851.94
121269.1,109433.26,94983.45
120886.64,107937.58,92278.37
119615.53,106271.69,91105.11
117956.37,104756.18,89807.84
118245.19,104043.2,89213.75
120929.95,104361.96,88343.56
121583.05,104723.77,88144.57
123314.19,104898.56,87982.07
125268.16,105625.75,86982.37
126988.33,106928.89,87505.67
125963.84,107967.03,88895.14
123879.1,108579.67,90743.68
122440.23,109058.69,91413.03
122720.42,109054.46,92666.32
123752.15,108574.96,91218.94
123925.96,107748.01,89970.75
123018.06,106878.01,88576.45
119979.22,105355.27,88847.78
117283.02,103825.26,90170.32
114200.04,102644.36,91097.85
114142.53,102214.89,90286.29
115542.82,102643.85,88276.15
118602,103347.24,87727.81
122988.32,104901.29,87107.97
126997.37,106763.22,86477.09
129187.14,108269.64,86924.62
129562.75,109569.88,89944.38
128017.24,111123.87,93393.38
127202.16,112559.2,97401.82
129548.62,114160.68,100683.7
134280.19,115948.37,101361.66
[/slope_bb / WAVE_S]
[slope_bb / WAVE_M]
slope_u,slope_m,slope_l
82850.22,74957.19,65600.01
83458.93,75830.08,67363.52
84257.76,76503.81,68465.74
86095.55,77380.36,69681.02
87191.23,78186.35,70940.86
87598.36,78902.58,71780.89
88706.81,79769.11,72560.3
89364.47,80531.54,73320.25
89713.32,81264.04,74007.47
90569.87,82022.8,74865.92
91110.91,82717.82,75652.46
91148.95,83404.88,76281.32
91648.9,84207.39,76866.14
91995.9,84807.09,77701.58
92079.03,85315.49,78515.08
91240.34,85689.9,79824.73
90962.72,85903.55,80959.45
90694.74,86082.11,81463.09
90531.06,86255.98,81924.84
90690.81,86535.08,82888.18
91581.72,86746.76,82961.45
92504.23,87054.57,82457.77
93235.36,87222.19,82304.71
94139.68,87519.27,81974.59
94551.39,87735.42,82140.06
94402.61,88079.12,82660.36
94234.41,88422.83,83239.26
94354.39,88814.44,83686.06
94801.39,89340.52,84261.85
97983.57,89839.38,84576.62
103938.94,90831.18,83641.09
107616.4,92074.67,81035.15
112329.68,93474.47,80084.07
118304.88,95248.88,78629.76
121852.39,97309.51,78473.05
124125.1,99376.58,79579.19
126822.09,101772.31,80585.51
127835.35,104146.68,82753.7
126835.04,106203.65,86164.58
124298.63,107881.4,91371.18
123987.06,109012.14,95446.34
122212.53,109946.37,97340.59
120472.52,110647.35,100024.53
120673.72,110780.51,100380.57
120850.93,110730.37,100175.89
121030.81,110805.89,99795.96
120415.58,110552.75,99758.61
119165.05,110234.48,100705.11
117398.33,109746.17,100966.03
118014.92,109532.82,101264.36
117828.89,109175.74,99158.84
117113.4,108072.54,96797.96
117849.27,107046.3,93838.91
117736.47,105839.36,91875.03
117988.53,104632.42,89541.89
117132.55,103357.51,88823.68
115425.39,102145.58,89212.8
113510.85,101257.42,89815.75
111463.68,100754.31,90557.85
112758,100433.25,91352.99
119022.31,100956.48,89318.59
123900.5,102675.62,87131.67
129175.03,104396.84,86695.98
135588.6,106842.73,86191.93
139593.29,109704.52,86332.75
143878.75,112604.35,87126.47
148180.15,115969.43,88076.25
150067.78,119047.43,90089.1
149953.44,122297.93,93144.34
149436.39,125370.06,98423.05
148319.6,127483.46,105093.42
147306.62,128881.96,108496.74
143950.33,129489.56,112288.93
144747.83,129590.53,113314.76
145267.93,128881.78,111040.71
146612.83,127802.77,108802.91
146674.38,126195.55,106412.12
145120.83,124527.53,104523.13
142176.85,122222.02,103382.06
139446.09,119912.83,102840.96
136690.64,117708.96,100531.47
130977.63,114804.64,97447.3
127535.64,112689.15,93341.69
125524.9,110560.9,90966.76
124395.25,109311.23,88525.85
124161.27,108612.19,89052.24
125000.68,108288.06,89444.4
124886.59,108020.81,90052.54
123118.6,107780.87,90307.32
121579.02,106829.34,91339.72
121753.45,105971.48,90106.68
121939.76,105927.83,89332.6
121727.08,105716.44,89645.17
123265.76,105973.22,88915.16
124091.78,106214.97,88748.07
125551.27,106505.06,88074.59
126181.98,106708.24,86615.76
126071.63,106857.46,86061.96
128290.29,107376.2,86406.54
133716.48,109126.62,86703.44
[/slope_bb / WAVE_M]
[slope_bb / WAVE_L]
slope_u,slope_m,slope_l
54779.38,49128.39,41981.38
54968.83,48741.79,41212.37
54968.72,48401.25,41041.17
55409.53,48298.33,41270.98
55825.57,48284.09,41313.18
55388.58,48210.85,41601.67
54945.18,48135.22,41578.34
54498.1,48032.19,41879.41
54378.02,48238.1,42218.38
54204.23,48633.92,42813.04
54240.34,49141.61,43557.89
55686.1,49606.43,44369.97
58978.84,50388.3,44376.44
62575.97,50998.45,43829.93
65695.87,51737.06,43689.63
67952.97,52556.47,42831.29
69708.77,53556.19,42482.03
70719.8,54726.66,43100.71
70260.49,55678.63,44672.93
68727.99,56292.57,46303.83
67011.14,56794.63,47756.76
66366.33,57201.43,49146.08
66631.72,57113.28,49992.28
67082.06,56987.14,50097.39
66735.66,56534.31,49914.27
66169.25,55964.77,49362.66
65036.08,55197.62,49356.87
63278.33,54371.42,49746.06
60861.6,53763.7,49869.15
59162.51,53487.73,49748.89
58234.05,53320.79,49716.61
57593.58,53221.92,49741.79
57070.77,53115.24,48450.1
56967.84,52849.37,46895.19
57569.3,52693.05,45382.11
58327.73,52658.81,44477.77
58624.64,52645.1,43984.72
58081.56,52653.65,43846.25
57895.52,52769.61,43844.2
57692.19,52787.61,43954.21
57627.99,52696.57,44262.07
58128.8,52645.22,44628.62
59733.32,52840.48,44197.78
61169.24,53394.93,44545.59
62885.7,54074.76,45122.18
64413.07,54694.82,45636.5
65192.46,55314.88,46246.88
66116.91,55984.42,46776.17
66929.19,56634.54,47285.99
67043.82,57258.44,48311.84
66588.61,57798.6,49504.72
65318.62,57994.24,50310.99
65244.14,57816.55,50090.08
66361.24,57442.7,48610.08
66815.4,56875.41,47649.99
67070.3,56269.9,46472.03
66691.96,55664.38,45888.48
67034.22,55232.38,45513.14
69019.45,55288.57,45584.39
71735.27,55730.22,45037.73
74201.18,56422.14,42834.76
75818.77,57396.79,41807.78
77653.77,58659.6,41749.85
80153.03,60156.59,42330.95
82307.16,62068.54,43813.4
84148.03,64186.04,45569.87
85306.38,66506.42,47989.6
87862.12,68748.62,50702.17
90924.14,70829.54,53372.1
94039.89,72727.84,55313.5
96465.75,74729.49,56506.61
97561.52,76720.72,57448.37
97653.91,78732.03,59053.62
98211.26,80637.73,61385.09
98383.06,82196.53,64509.71
98341.98,83614.53,67493.21
102169.77,85105.59,70001.14
110569.65,87142.52,71805.19
118835.59,89544.46,72367.56
125906.91,92153.82,71677.3
129911.92,94583.48,72545.39
132261.84,97104.02,73872.39
132683.72,99544.92,75704.21
132358.98,101857.26,78494.55
129695.43,103630.18,81542.14
124838.78,105163.16,84422.72
122740.16,106420.19,87561.86
128112.09,107989.74,91202.81
136857.71,109571.51,90626.51
143793.2,111069.31,86577.76
147345.38,112476.91,85775.28
150314.36,113947.59,86442.47
150634.45,115159.02,87130.07
149821.34,116211.59,89186.12
148317.66,116917.72,89743.67
144411.05,117815.88,90263.75
142485.92,118512.56,89828.7
142231.63,117791.71,89005.98
142528.32,116628.71,86645.35
141656.71,115208.93,85998.35
[/slope_bb / WAVE_L]
[sr_band / WAVE_S]
sr_up,sr_mid,sr_down
115458.02,110486.24,105514.47
115177.35,110104.26,105031.17
115303.63,110315.47,105327.31
114789.15,109849.97,104910.79
113897.93,108954.78,104011.64
112908.62,108314.56,103720.5
112197.06,108180.45,104163.85
111818.26,108405.27,104992.27
111799.73,108820.86,105841.98
111945.92,109195.11,106444.3
112126.46,109391.21,106655.95
112264.93,109439.23,106613.54
112353.81,109415.86,106477.9
112191.99,109262.56,106333.12
111918.8,108584.71,105250.62
111649.06,107730,103810.93
111473.07,107457.48,103441.89
111390.83,107191.28,102991.73
110197.54,104988.04,99778.54
108526.66,101987,95447.35
106934.36,99208.43,91482.49
105899.55,97369.07,88838.59
105422.22,96558.15,87694.08
105502.37,96731.06,87959.75
105816.08,97777.88,89739.68
106147.4,99041.71,91936.02
106388.36,100121.63,93854.89
106538.96,100809.8,95080.64
106599.2,101477.04,96354.88
106614.26,101995.33,97376.39
106614.26,102371.25,98128.24
106614.26,102566.02,98517.79
106614.26,102623.13,98631.99
107819.07,103690.81,99562.55
109540.94,105213.91,100886.88
111187.51,106676.95,102166.4
112261.8,107627.86,102993.93
112763.8,108060.71,103357.62
112693.52,107975.49,103257.46
112382.28,107674.3,102966.32
112050.96,107358.53,102666.11
111810,107128.88,102447.77
111659.39,106985.35,102311.31
111599.15,106927.94,102256.73
111584.09,106913.59,102243.08
111584.09,106913.59,102243.08
111584.09,106913.59,102243.08
111584.09,106913.59,102243.08
117812.6,112721.54,107630.49
126714.17,121022.08,115329.99
135226.45,128959.62,122692.78
140780.2,134138.38,127496.55
143375.41,136558.36,129741.31
143012.08,134934.48,126856.89
141403.05,131597.5,121791.96
139690.21,128244.04,116797.88
138444.51,126270.71,114096.9
137665.95,125152.65,112639.36
132753.84,121207.37,109660.9
126100.84,116007.31,105913.78
119813.25,112385.81,104958.38
115710.97,110967.32,106223.67
113794.02,111227.79,108661.56
113422.65,111047.25,108671.85
113696.86,110320.98,106945.11
114087.74,109143.71,104199.69
114437.44,108184.71,101931.98
114745.96,107661.11,100576.25
114010.94,106644.89,99278.84
112801.15,105444.53,98087.91
111607.16,104383.41,97159.66
110841.32,103748.66,96656.01
110503.63,103508.98,96514.32
110594.09,103544.47,96494.86
110861.03,103685.69,96510.34
112139.07,104332.39,96525.71
113772.11,105165.16,96558.21
115267.32,105937.58,96607.84
116211.23,106442.9,96674.58
116641.41,106691.74,96742.07
115580.56,106189.97,96799.38
113889.05,105365.06,96841.06
112243.48,104555.3,96867.11
111149.22,104013.38,96877.54
110606.26,103812.88,97019.5
110614.62,103916.64,97218.67
110861.03,104135.08,97409.12
111136.69,104335.04,97533.38
111337.16,104482.07,97626.98
111462.46,104566.05,97669.63
111512.58,104597.39,97682.19
111525.11,104600.33,97675.55
112527.49,105094.99,97662.48
114599.8,107936.73,101273.67
116884.01,111665.18,106446.36
118652.11,115024.44,111396.77
119000.46,114998.4,110996.34
118294.25,112805.05,107315.84
122364.1,114557.57,106751.05
128842.18,119003.48,109164.78
[/sr_band / WAVE_S]
[sr_band / WAVE_M]
sr_up,sr_mid,sr_down
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
69628.46,68404.04,67179.62
74656,73105.28,71554.57
81841.18,79824.14,77807.1
88712.15,86249.17,83786.19
93195.03,90441.11,87687.18
95289.84,92399.96,89510.08
94996.56,92125.72,89254.87
93697.78,90911.23,88124.68
92315.21,89618.39,86921.57
91309.71,88678.14,86046.58
90681.26,88090.49,85499.71
90429.89,87855.43,85280.96
90367.04,87796.66,85226.28
90367.04,87796.66,85226.28
90367.04,87796.66,85226.28
95988.19,93266.69,90545.18
104021.75,101084.26,98146.78
111703.99,108544.13,105384.27
116716.18,113398.94,110081.7
118402.68,115328.66,112254.63
117137.75,114466.8,111795.84
114789.57,112513.13,110236.68
112659.14,110635.29,108611.44
111261.72,109355.15,107448.59
110597.33,108669.82,106742.31
110485.64,108487.68,106489.72
110595.68,106346.78,102097.89
110726.81,103313.83,95900.84
110808.77,100387.44,89966.11
110841.55,98467.35,86093.14
110849.74,97566.04,84282.33
110849.74,98615.1,86380.46
110849.74,100494.77,90139.79
110849.74,102353.2,93856.65
110849.74,103610.58,96371.41
110849.74,104266.91,97684.07
111505.39,105969.21,100433.02
112442.42,108112.37,103782.32
113338.47,110109.99,106881.52
113923.09,111394.36,108865.64
114196.27,111965.48,109734.69
114158.03,111823.35,109488.67
113988.65,111386.35,108784.05
113808.35,110933.42,108058.49
113677.22,110604.02,107530.81
113595.26,110398.14,107201.01
113562.48,110315.79,107069.09
118683.8,111540.76,104397.71
126014.72,113320.86,100627
133025.06,115023.12,97021.18
137598.87,116133.74,94668.61
139736.17,116652.72,93569.28
139436.95,116580.06,93723.18
138111.82,116258.3,94404.77
136701.21,115915.77,95130.33
135675.3,115666.66,95658.01
135034.12,115510.96,95987.81
134777.64,115448.68,96119.73
134713.52,115433.12,96152.71
134713.52,115433.12,96152.71
134713.52,115433.12,96152.71
134713.52,115922.17,97130.81
134713.52,116621.1,98528.69
134713.52,117289.47,99865.43
134713.52,117725.54,100737.57
134713.52,117929.32,101145.11
134713.52,117900.79,101088.05
134713.52,117774.45,100835.38
134713.52,117150.91,99588.3
134713.52,116843.21,98972.91
134713.52,116812.65,98911.78
134713.52,117020.5,99327.47
134713.52,117246.68,99779.84
134713.52,117478.98,100244.44
129922.16,114881.3,99840.43
127865.87,113732.63,99599.39
[/sr_band / WAVE_M]
[sr_band / WAVE_L]
sr_up,sr_mid,sr_down
50593.46,38347.85,26102.24
50500.25,40589.35,30678.45
50529.28,44195.83,37862.39
50612.47,47259.1,43905.72
50701.04,49191.04,47681.03
50765.45,49694.75,48624.05
50640.29,49373.45,48106.62
50419.98,48731.63,47043.28
50197.93,48160.32,46122.71
50050.43,48214.52,46378.61
50146.93,48766.5,47386.08
50715.04,49771.41,48827.77
52263.59,51251.47,50239.34
54067.89,52683.06,51298.24
57620.38,54953.64,52286.9
61416.62,57247.91,53079.21
64497.42,59043.21,53588.99
66145.01,59958.68,53772.36
66663.07,60200.78,53738.49
65418.41,58984.2,52549.98
63513.32,57207.44,50901.56
61716.93,55536.28,49355.63
60536.54,54442.72,48348.9
59931.28,53898.88,47866.48
59876.65,53888.18,47899.71
60061.66,54106.83,48152
60285.79,54356.53,48427.27
60448.79,54538.13,48627.46
60550.67,54985.57,49420.46
60591.42,55508.22,50425.03
60601.61,55975.96,51350.31
60601.61,56273.72,51945.84
60601.61,56412.87,52224.13
59113.88,55315.58,51517.28
56987.67,53688.95,50390.23
54954.44,52191.46,49428.48
53627.88,51259.87,48891.86
53007.99,50861.08,48714.17
53094.78,50967.3,48839.83
53479.11,51269.62,49060.14
53654.16,51445.05,49235.95
53851.25,51592.99,49334.73
55539.57,52726.97,49914.37
57851.36,54285.96,50720.57
60014.37,55754.53,51494.7
61452.11,56733.53,52014.95
62118.81,57193.94,52269.06
62035.93,57144.8,52253.67
61634.04,56873.89,52113.73
61207.36,56582.36,51957.36
60746.52,56293.44,51840.35
60343.5,56054.83,51766.15
60067.02,55900.9,51734.78
59918.48,55822.35,51726.23
59857.75,55791.75,51725.76
59866.25,55796,51725.76
59903.9,55738.51,51573.13
59943.98,55649.49,51354.99
60118.86,55708.95,51299.03
61160.37,56418.4,51676.43
62531.63,57387.58,52243.54
63777.25,58284.72,52792.2
64564.7,58861.64,53158.59
64895.79,59105.25,53314.72
64810.6,59049.59,53288.59
64559.97,58874.68,53189.39
64306.7,58695.99,53085.27
64125.48,58567.25,53009.03
64016.31,58490.4,52964.48
63973.74,58460.77,52947.8
63963.55,58453.83,52944.11
63963.55,58453.83,52944.11
63963.55,58453.83,52944.11
63963.55,58453.83,52944.11
63963.55,58453.83,52944.11
63963.55,58453.83,52944.11
63963.55,58453.83,52944.11
63963.55,58453.83,52944.11
63963.55,58453.83,52944.11
63963.55,58453.83,52944.11
63963.55,58453.83,52944.11
63963.55,58453.83,52944.11
63963.55,58453.83,52944.11
75310.99,63903.56,52496.12
91528.37,71692.12,51855.87
107036.54,79140.08,51243.62
117154.67,83999.42,50844.17
121882.77,86270.14,50657.5
121220.84,85952.24,50683.64
118289.42,84544.39,50799.37
115168.87,83045.72,50922.56
112899.38,81955.77,51012.16
111480.95,81274.56,51068.16
114478.86,82784.71,51090.56
119432.4,85264.28,51096.16
124304.95,94989.85,65674.74
123918.71,97925.05,71931.38
120308.87,95664.55,71020.22
115228.34,89661.87,64095.4
111128.27,84149.42,57170.57
[/sr_band / WAVE_L]
[divergence / WAVE_S]
hma20,ema20
112918.344,106522.898
111777.506,107082.456
111042.738,107438.644
110061.903,107321.225
108895.307,107214.988
107908.38,107317.971
107248.551,107411.146
107063.003,107554.774
107384.753,107845.275
108000.437,108162.075
108709.656,108448.704
109430.593,108747.313
109959.008,108860.683
110096.854,108728.41
109623.141,108331.815
108729.62,107972.991
107858.647,107843.588
106766.219,107428.287
105166.17,106650.674
103241.838,105873.819
101169.212,105089.571
99266.932,104380.013
97525.885,103559.843
96049.759,102817.786
95134.844,102365.472
94681.834,101958.689
94652.667,101630.431
94985.964,101363.069
95789.046,101335.471
97127.535,101546.562
98729.133,101743.549
100210.274,101796.258
101781.11,102147.773
103812.051,102961.602
106682.935,104297.849
109954.605,105537.514
113143.176,106659.116
116042.406,107804.651
118786.157,109165.469
121708.749,110821.166
124564.223,112341.674
127080.931,113717.372
129218.673,115145.384
131206.474,116792.526
133170.151,118500.837
134984.274,120046.452
136778.141,121687.425
138280.225,123129.157
139110.943,124185.979
139365.415,125142.152
138802.068,125671.858
137985.136,126372.519
136610.749,126594.522
134311.427,126253.292
130906.071,125364.11
126981.856,124559.612
123270.018,123963.35
119849.163,123159.508
116688.637,122169.182
113919.661,121273.172
111906.149,120684.321
110709.68,120205.806
110124.317,119629.646
109750.733,118849.688
109173.201,117830.894
108467.679,116909.128
108119.501,116396.364
107674.423,115526.268
106607.294,114190.524
105119.956,112971.911
103288.202,111749.205
101376.123,110535.089
99676.037,109436.603
98853.65,108948.387
99502.63,109176.158
101169.231,109423.232
103521.494,109789.877
106248.427,110241.535
108989.598,110650.178
111242.818,110757.451
112360.589,110329.108
112280.604,109706.447
110818.22,108682.85
108557.18,107809.759
106350.125,107358.394
104438.141,106950.016
102408.729,106101.982
100548.043,105447.71
99328.173,105188.243
99285.769,105406.68
100532.325,105896.471
102556.466,106365.861
105258.489,107140.467
108484.65,108187.53
111765.737,109134.874
114611.482,109795.634
116614.806,110156.573
117781.826,110483.137
118791.5,111269.323
120319.266,112611.17
[/divergence / WAVE_S]
[divergence / WAVE_M]
hma20,ema20
77780.381,71999.13
78730.633,72677.655
79531.923,73315.126
80376.644,74085.035
81226.26,74847.65
82012.59,75537.636
82846.26,76315.013
83646.049,77057.297
84394.223,77767.708
85064.48,78435.483
85716.325,79155.364
86303.613,79806.684
86932.623,80529.496
87511.401,81183.469
87964.125,81754.234
88137.826,82143.028
88069.765,82494.794
87855.105,82818.582
87602.898,83145.899
87496.283,83567.266
87541.027,84000.006
87777.626,84483.09
88107.569,84920.167
88605.389,85438.917
89075.924,85810.252
89479.546,86140.099
89793.412,86438.532
90051.888,86759.681
90436.793,87212.69
90973.256,87721.845
92148.883,88703.479
94032.381,89922.899
96398.384,91175.041
99402.595,92788.001
102731.802,94421.931
105976.102,95900.249
109207.18,97550.793
112116.627,99074.935
114364.543,100314.084
115623.269,101173.347
115979.971,101950.776
115837.999,102798.296
115310.232,103491.803
114487.897,104058.566
113505.843,104571.351
112607.58,105154.986
111850.416,105683.037
111252.546,106129.57
110491.798,106231.787
109669.572,106324.269
108710.886,106271.062
107095.549,105656.457
105186.085,105100.386
102965.426,104364.484
100746.016,103698.668
98836.13,103151.216
97364.339,102715.884
96671.528,102599.134
96672.186,102558.431
97345.067,102694.98
99198.79,103485.735
102386.137,104773.677
106223.47,105940.942
110645.561,107454.404
115415.894,109219.823
120070.239,110908.291
124816.16,112939.022
129137.624,114780.073
132995.916,116674.992
136148.909,118392.947
138133.025,119701.419
138988.933,120776.916
138129.503,120998.731
136096.969,121174.281
133030.896,120958.04
129238.575,120500.959
125312.347,120087.41
121563.488,119659.075
117870.887,118893.606
114565.225,118201.039
111684.159,117428.857
108525.069,115954.775
105524.767,114621.081
102825.681,113377.126
101153.745,112713.308
100733.173,112375.687
101568.527,112427.281
103185.274,112473.961
104760.478,112164.276
105384.866,111206.374
105244.092,110283.339
104691.901,109448.212
103771.657,108532.864
103162.442,108113.29
103221.46,108181.03
104063.974,108551.335
105713.583,109160.654
107722.631,109660.56
109843.49,110112.855
112454.506,111017.389
[/divergence / WAVE_M]
[divergence / WAVE_L]
hma20,ema20
47848.79,50229.256
47036.226,49896.684
46477.227,49639.664
46358.507,49603.193
46629.238,49654.649
47122.192,49696.44
47730.672,49731.169
48248.213,49651.721
48688,49579.839
49107.098,49572.879
49581.368,49673.123
50122.526,49836.2
51028.527,50329.576
52126.358,50808.501
53490.241,51448.601
55003.99,52099.93
56653.528,52857.872
58329.806,53595.371
59608.986,54054.546
60172.476,54206.122
60145.887,54343.263
59689.217,54448.994
58854.088,54419.103
57848.055,54388.413
56657.744,54256.307
55392.21,54097.81
54173.236,53934.866
53105.55,53782.931
52287.426,53645.467
51789.867,53573.169
51662.289,53611.602
51849.01,53692.853
52088.594,53633.378
52150.149,53424.305
52076.428,53235.143
52010.359,53141.297
51986.272,53056.389
52020.173,52996.262
52178.335,53044.159
52339.007,53046.269
52488.352,53048.179
52723.646,53134.179
53133.96,53313.879
53867.528,53663.276
54884.028,54098.812
56000.986,54513.246
57065.157,54888.21
58045.246,55291.281
58974.312,55739.773
59733.164,56079.342
60210.977,56306.832
60142.775,56268.801
59381.389,55980.737
58197.894,55720.107
56776.732,55419.479
55345.898,55131.453
54052.276,54870.858
53200.976,54864.15
53356.386,55406.835
54566.115,56198.735
56598.672,57073.823
59027.573,57890.988
61477.569,58651.102
63953.379,59561.856
66611.412,60716.252
69371.812,61940.44
72143.553,63241.258
74757.77,64572.795
77384.692,66172.676
79927.491,67747.162
82483.62,69428.73
84840.053,70965.645
86840.942,72396.094
88511.915,73812.754
89751.716,75094.493
90629.932,76299.8
91454.366,77653.113
92905.168,79552.03
95491.92,82012.875
98994.774,84563.873
102842.435,86957.817
106595.041,89225.81
109838.003,91241.862
112443.63,93065.909
113812.386,94202.516
113938.817,95047.987
113112.931,95812.937
112718.249,97477.154
113554.878,99737.291
115472.085,102026.722
117927.518,104098.112
120562.77,106134.342
122740.168,107693.806
124288.453,108953.442
124373.206,109249.457
123369.657,109517.281
121434.522,109567.706
118496.018,109235.419
115522.483,109268.101
112778.434,109297.671
[/divergence / WAVE_L]
[price_index / WAVE_S]
ap1,ap2
108616.03,109181.58
112394.67,110777.62
110764.84,110795.66
105765.04,108706.54
105679.18,107631.86
107849.79,107989.75
107896.46,108101.59
108604.03,108403.46
